tech,01/04/2001,01/07/2001,01/08/2001,01/09/2001,01/10/2001,01/11/2001,01/12/2001,01/01/2002,01/02/2002,01/03/2002,01/04/2002,01/05/2002,01/06/2002,01/07/2002,01/08/2002,01/09/2002,01/10/2002,01/11/2002,01/12/2002,01/01/2003,01/02/2003,01/03/2003,01/04/2003,01/05/2003,01/06/2003,01/07/2003,01/08/2003,01/09/2003,01/10/2003,01/11/2003,01/12/2003,01/01/2004,01/02/2004,01/03/2004,01/04/2004,01/05/2004,01/06/2004,01/07/2004,01/08/2004,01/09/2004,01/10/2004,01/11/2004,01/12/2004,01/01/2005,01/02/2005,01/03/2005,01/04/2005,01/05/2005,01/06/2005,01/07/2005,01/08/2005,01/09/2005,01/10/2005,01/11/2005,01/12/2005,01/01/2006,01/02/2006,01/03/2006,01/04/2006,01/05/2006,01/06/2006,01/07/2006,01/08/2006,01/09/2006,01/10/2006,01/11/2006,01/12/2006,01/01/2007,01/02/2007,01/03/2007,01/04/2007,01/05/2007,01/06/2007,01/07/2007,01/08/2007,01/09/2007,01/10/2007,01/11/2007,01/12/2007,01/01/2008,01/02/2008,01/03/2008,01/04/2008,01/05/2008,01/06/2008,01/07/2008,01/08/2008,01/09/2008,01/10/2008,01/11/2008,01/12/2008,01/01/2009,01/02/2009,01/03/2009,01/04/2009,01/05/2009,01/06/2009,01/07/2009,01/08/2009,01/09/2009,01/10/2009,01/11/2009,01/12/2009,01/01/2010,01/02/2010,01/03/2010,01/04/2010,01/05/2010,01/06/2010,01/07/2010,01/08/2010,01/09/2010,01/10/2010,01/11/2010,01/12/2010,01/01/2011,01/02/2011,01/03/2011,01/04/2011,01/05/2011,01/06/2011,01/07/2011,01/08/2011,01/09/2011,01/10/2011,01/11/2011,01/12/2011,01/01/2012,01/02/2012,01/03/2012,01/04/2012,01/05/2012,01/06/2012,01/07/2012,01/08/2012,01/09/2012,01/10/2012,01/11/2012,01/12/2012,01/01/2013,01/02/2013,01/03/2013,01/04/2013,01/05/2013,01/06/2013,01/07/2013,01/08/2013,01/09/2013,01/10/2013,01/11/2013,01/12/2013,01/01/2014,01/02/2014,01/03/2014,01/04/2014,01/05/2014,01/06/2014,01/07/2014,01/08/2014,01/09/2014,01/10/2014,01/11/2014,01/12/2014,01/01/2015,01/02/2015,01/03/2015,01/04/2015,01/05/2015,01/06/2015,01/07/2015,01/08/2015,01/09/2015,01/10/2015,01/11/2015,01/12/2015,01/01/2016,01/02/2016,01/03/2016,01/04/2016,01/05/2016,01/06/2016,01/07/2016,01/08/2016,01/09/2016,01/10/2016,01/11/2016,01/12/2016,01/01/2017,01/02/2017,01/03/2017,01/04/2017,01/05/2017,01/06/2017,01/07/2017,01/08/2017,01/09/2017,01/10/2017,01/11/2017,01/12/2017,01/01/2018,01/02/2018,01/03/2018,01/04/2018,01/05/2018,01/06/2018,01/07/2018,01/08/2018,01/09/2018,01/10/2018,01/11/2018,01/12/2018,01/01/2019,01/02/2019,01/03/2019,01/04/2019,01/05/2019,01/06/2019,01/07/2019,01/08/2019,01/09/2019,01/10/2019,01/11/2019,01/12/2019,01/01/2020,01/02/2020,01/03/2020,01/04/2020,01/05/2020,01/06/2020,01/07/2020,01/08/2020,01/09/2020,01/10/2020,01/11/2020,01/12/2020,01/01/2021,01/02/2021,01/03/2021,01/04/2021,01/05/2021,01/06/2021,01/07/2021,01/08/2021,01/09/2021,01/10/2021,01/11/2021
Aerogel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1695,0,2610,1691,1712,1835,1836,1863,0,1878,1901,1933,2124,2140,2268,3051,3153,3102,4337,4537,4553,5192,9856,10942,11288,11371,12277,12388,12342,12513,14102,14614,15059,15085,15379,16252,17580,142813,18181,18283,18694,18263,18580,20601,20680,20701,20766,20969,20900,21004,21786,22521,22592,22557,23047,23058,23185,23451,23387,22626,22591,22718,22893,23018,26279,26191,26132,26219,26161,26185,25947,25972,26238,26347,26378,26616,26640,27974,26471,26600,26649,26852,26874,26862,26963,26967,26175,26266,26267,26299,26499,29852,28267,27875,28405,28338,28338,28819,28753,28582,28066,28118,28682,28663,28693,28693,27687,27619,27550,27576,27396,26409,25972,25595,25784,25773,26233,25914,26488,27111,27173,27431,27482,27481,27231,0,28380,28392,28493,28505,28556,34130,34448,82405,34544,34825,34985,34974,34366,0,34461,34433,0,34359,34325,34337,34347,34451,36743,35781,35878,0,35886,36076,36370,36407,36669,36743,36851,36800,0,36806,36833,37470,0,36916,41631,41646,41674,43180,43176,0,43200,43199,0,0,43206,43239,0,43239,43309,43870,43751,43740,43718,43955,43663,43564,44222,44220,44249,44275,44147,44167,44691,44725,44663,45024,44757,44840,0,44478,44565,44554,0,44575,58524,57818,57414,57873,57568,57524,58436,59480,59676
Aeroponics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,252,0,581,1754,0,0,1670,0,0,0,0,1888,1907,0,0,1982,2007,0,0,1906,0,1943,1961,0,1963,82184,51714,51491,51703,51760,47600,46782,47006,47274,47188,47259,47573,47579,47627,47844,47801,47572,48057,48200,48204,48169,48235,48235,48202,48031,48033,48045,49557,49586,49630,50688,49592,49980,50547,50551,50435,49335,49098,49097,49442,51076,51136,0,51062,51030,51036,50653,50036,50047,51351,51278,51321,51164,51224,50680,50633,51203,49591,49767,49591,48951,48947,48912,48974,0,49111,49213,48960,48968,49398,49396,49377,49305,49303,0,48292,48304,48246,48613,49141,48578,48577,49061,48611,48733,48717,48715,48732,48748,48793,0,48878,48878,0,49244,49231,49222,0,0,49244,0,49252,49240,49259,49311,0,49358,49362,49337,0,50142,50067,50021,50066,0,0,0,49977,49978,49967,49972,49393,48960,48983,49096,0,48956,49194,49265,49163,49162,49134,49260,49269,49746,49732,49734,0,0,49814,49906,49811,49814,0,49815,49517,49516,49583,0,0,49400,49964,0,0,52566,52621,52624,0,52471,52507,52207,52208,51801,51829,0,51591,51591,55165,0,54996,54983,55110,55139,55219,0,55223,55243,55364,55423
Agricultural robot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,2198,2382,0,2489,2506,2434,0,0,0,0,2493,2478,0,0,0,0,0,0,2486,2753,0,1952,0,2216,0,0,0,0,2245,2241,2280,2273,0,2616,2752,2989,3459,3443,2632,2635,0,2652,2644,2643,2666,0,0,0,2703,0,2790,0,2790,0,0,2707,0,0,0,0,0,2936,2950,0,3166,0,3981,0,0,0,0,0,3765,3769,3779,10287,9957,9949,9945,9948,0,0,9962,9973,0,9962,10027,10018,0,10294,10294,11037,0,11079,0,11236,11724,11474,11075,11489,11490,11516,0,0,11865,12735,0,12682,0,0,12682,14560,15198,14766,14602,13599,14310,19645,20145,20154,20154,0,20231,20393,21089,21036,21180,22496,22576,0,0,22567,22342,22642,22694,22668,22670,0,22373,22356,22425,22421,22616,0,0,0,23421,23962,23901,0,0,23848,24153,24215,24412,0,0,24413,24478,0
Air-launch-to-orbit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4071,4161,0,0,0,0,0,0,0,0,0,4194,4192,0,4397,4429,0,0,0,0,0,0,0,0,0,0,4423,0,4683,4705,0,0,4707,4737,4733,4746,4812,0,4811,4807,0,4834,4834,4940,5002,4946,4922,0,0,4923,6296,0,0,0,6135,0,6131,3778,3874,0,4884,4926,5023,5289,0,0,0,0,5729,5535,5434,6101,5595,0,5530,5529,0,0,5955,6325,6392,6627,0,0,0,0,0,0,6713,6738,7740,7832,7830,0,9641,9683,9691,0,0,0,0,0,9724,0,9687,0,9684,9761,9761,9804,9846,0,9850,10207,11999,11999,12082,12033,12014,0,0,0,0,0,12014,0,12091,0,12194,0,12304,12381,12621,12621,0,0,12623,12840,0,0,12810,0,0,0,0,12813,12810,0,12810,0,0,12817,12857,12876,0,12872,12875,0,0,13107,0,0,0
Airborne wind turbine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670,0,1662,1688,0,1691,1768,0,0,2625,2625,0,2644,0,0,2625,0,2661,0,2889,0,3445,0,3638,3994,0,4143,4172,5777,5864,5742,5758,6278,6296,6250,6408,6402,6628,6826,9571,7750,7538,0,8369,10236,10258,10516,9444,9525,10041,10476,10409,10453,0,10522,0,0,10477,10573,10643,0,0,10598,10617,10710,10708,10688,0,10710,10683,10746,10745,10844,11138,11138,0,11189,11156,11147,0,0,11711,12772,12801,12858,12755,12775,0,0,12785,12631,0,12632,13777,13703,0,14030,13979,15364,15155,16524,16542,16510,14652,0,0,0,0,14549,14802,0,14809,0,15469,15352,15494,0,0,15512,0,0,0,15524,15579,16042,16029,16030,16268,16269,0,16269,16272,0,16434,16475,16477,16895,16896,16897,16930,0,0,17052,17057,17032,17030,0,0,17590,0,18056,17520,17520,0,0,0,0,17692,0,0,17703,17767,0,0,18323,0,18376,18343,18651,0,18652,0,0,18659,18663,0,0,18872,0,0,19016,19009,0,18994,0,18998,0,12294,12372,12392,0,0,0,0,12422
Third-generation biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12091,12977,15387,18326,18898,19475,21710,36365,40102,28978,30468,30602,32209,32567,33958,34699,34980,35653,34673,40184,39563,39916,39924,30988,30921,33589,33683,35111,35064,35352,35317,37199,37542,38010,40377,42725,41129,42726,41558,42836,42921,43063,43151,43890,43855,44684,43400,43396,43460,43457,43409,44518,49412,50945,51981,54253,54705,54011,54371,55255,55223,55289,88151,86226,89712,89828,89812,90067,89944,89984,90398,89428,89482,87862,88666,88782,89171,98999,97823,97860,0,98625,98682,98702,99410,100096,101102,103248,102966,102920,103754,105144,105350,113428,120200,120621,0,120967,120870,120816,120844,120932,121465,121265,124573,124572,124599,125478,133271,133782,135719,135864,136015,136731,136718,136718,137952,136839,136568,136651,136793,136859,137983,138343,139079,138547,138686,137416,140122,0,139198,139404,139347,139743,0,139369,139439,139439,140734,142046,142256,142256,142035,142133,143223,142965,143997,144273,144689,144826,145092,144997,144918,144180,144836,144710,147598,147664,148576,0,148432,148436,148436,148431,0,148976,148980,0,0
Protein Structure Prediction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10039,47716,47722,49857,50677,50926,50997,51671,57047,57524,57469,57028,59770
Ambient intelligence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0,0,0,2011,0,0,0,0,2046,0,2074,0,0,2103,4363,4458,5540,5533,5590,5657,5921,14712,15142,15170,15166,15345,15545,15671,15939,16311,16569,16613,16722,17060,17263,17395,18484,18934,19152,19440,19339,19471,21415,21414,22565,22687,22541,22699,23051,23051,23142,0,23231,0,0,0,23257,23559,23670,23674,24863,24962,24964,24964,0,25444,25502,25912,25938,26027,26669,26774,26806,26927,27032,0,27101,0,27100,27197,27311,27731,27766,27980,0,28246,27982,0,28048,28052,27854,0,0,27812,27895,0,0,0,28012,0,0,0,28128,28155,0,0,0,0,0,0,29346,29345,29377,29497,29580,0,0,29832,0,31459,29499,0,0,29517,29525,29556,0,29609,30015,30064,30080,30080,28735,0,0,28735,28739,31114,31211,31215,31318,0,31262,31263,0,31416,31487,35168,35160,35219,35328,35316,0,0,0,35204,35226,39043,37185,37518,37388,0,0,37833,37951,38091,38093,38093,38234,39395,39410,27927,27804,27477,27449,27465,27465,27594,0,27957,27957,0,27847,27838,0,0,0,28513,0,27845,0,27872,0,19168,0
Amorphous metal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,284,704,0,0,0,0,0,1607,0,0,1644,1736,0,3445,3613,0,0,3612,3739,3763,3697,3734,4742,5205,5196,5846,0,0,9903,9897,9960,10338,10123,10254,10456,10365,10441,10590,10599,10624,10539,0,10652,10650,10710,10647,10699,10836,11004,10729,10729,10770,11434,11450,11437,0,0,11419,0,12365,11712,11635,11613,0,12549,12809,12839,0,13365,14527,14310,14450,14426,14453,0,0,14464,14467,0,14521,14781,14791,14852,14628,0,14844,14770,14744,14748,0,14755,14760,0,15116,15136,15263,15608,0,15746,15778,0,15840,15861,15861,0,15863,15863,15964,15953,0,15635,0,16972,17316,17315,0,17328,0,0,17471,16343,0,0,0,16482,17731,0,0,17498,17675,0,17484,17493,17565,0,17569,17602,0,18905,20020,20039,21260,0,21109,21132,21111,0,21047,21050,21057,21057,21057,21192,21763,21221,21109,0,21248,21111,21116,21111,21105,0,0,21132,21108,21655,21683,21752,21693,22911,0,0,0,22929,23238,23467,23393,0,0,0,23865,0,30186,29816,29803,0,30166,30167,0,30228,30213,30295,30706,30773,31589,32917,32917,33996,34074,35970,35970,35835,35867,0,0,0,35884,35849,0,0,35850,41022,0
Apheresis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3556,3575,3576,4138,0,3302,3319,0,3373,0,3592,0,0,0,0,3542,3707,3706,0,3707,0,3709,0,3769,3706,3859,3853,8466,8460,9687,9908,9905,9948,0,10086,10090,10042,10070,9943,9969,0,10304,10387,10354,0,10353,0,10282,10353,10326,0,14607,14598,14812,14317,14302,14658,0,14668,14838,0,14918,14839,14860,14864,14876,14845,0,14875,0,14858,0,15777,15806,0,15762,0,15748,0,15742,15386,0,15409,0,0,16801,0,0,0,16677,16675,16711,16710,16736,16765,0,0,16795,0,16319,16316,16032,0,16032,16131,0,0,16195,16192,0,16191,16203,16220,16350,0,16387,16385,0,0,16384,0,0,16396,0,16418,0,0,0,0,16405,0,0,0,0,0,0,0,16440,0,0,16630,0,16646,16674,0,17132,17177,0,0,17212,0,17212,0,0,17203,17204,0,0,0,0,17200,0,0,17417,0,17421,0,0,0,0,17383,0,17777,17841,0,0,0,0,0,0,17840,0,17920,17923,0,0,0,27246,0,27203,27482,27630,0,27728,28577,28496,29251,29188,29273,0,0,29008,29067,0,29018,0,29253
Aquaponics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946,0,0,0,0,0,0,0,0,0,0,987,1763,0,0,0,0,0,0,1782,0,0,1762,0,0,1823,0,1852,1976,1940,1931,2064,2000,2030,2101,7226,4646,4373,4688,4274,4483,7862,8691,8677,9225,9266,8972,8971,9058,9032,9067,9071,9786,10462,0,9730,0,9737,13929,13850,13984,15525,15518,15516,15520,15501,16336,16147,16311,17142,17178,18026,18156,18326,22251,22252,23181,0,24311,24074,25865,30893,22690,23488,24904,26710,26752,26818,26819,26852,25368,26147,25268,22937,24493,28937,28935,29104,29089,27919,28527,28815,28843,29099,29304,29833,29366,29486,29486,28920,27547,27459,27880,28088,28629,28908,28716,28737,29806,29328,29768,29561,29560,29618,29909,29911,30130,0,30704,30711,30678,31107,31293,30529,30229,30563,30562,30674,30571,30556,30625,30665,30727,34109,34033,33980,33981,34206,35349,34177,33928,33885,34184,34167,34172,34305,34304,34429,43495,43491,43576,44020,44014,43940,43899,45153,45313,45372,45351,45798,44847,52022,52389,52313,52030,52030,51884,53607,53608,53821,54301,54738,54957,55299,56919,0,57409,57042,57147,58380,58274,58273,58270,58286,0,58284,58284,59279,59308,59887,60187,60190,60210,59947,59993,59949,0,60009,0,60851,61245,61233,61243,61243
Arcology,0,0,0,0,2654,0,0,0,2688,0,0,2713,0,0,0,0,0,0,0,2786,0,0,0,2771,0,0,0,2743,0,0,2762,2832,0,3116,3139,3177,3197,3259,0,5051,3782,3886,3890,3887,3980,3997,4099,4399,3276,3320,3323,3351,3380,4000,3898,4459,5245,6314,6748,7518,8540,9260,9693,9740,13860,13996,14121,14499,15186,15566,16211,16507,17041,17824,17951,18262,18703,19863,20188,20188,16690,16175,16194,16425,16706,17089,18050,18776,19230,18903,19131,18975,18900,19188,19214,19490,19663,19667,19891,19894,19898,20095,20502,20605,20754,21461,24387,24432,24617,24617,24976,0,24994,23901,24087,24092,24188,0,24616,24620,24694,24621,24659,25112,25119,25392,0,25515,25566,26746,26148,26323,26731,26802,26396,26404,26788,26868,27248,26814,26947,27530,27791,27811,28470,28470,26314,26349,0,26882,26555,26312,26551,27401,27400,27639,27627,27703,27666,0,27735,27611,27637,27856,28425,27975,28795,29175,25238,24958,24972,24954,0,24499,24498,24745,24685,24685,24977,25470,25229,25423,12269,0,0,12409,12336,13289,13290,13290,0,13260,13283,13261,13360,13449,13371,13425,13673,13510,13528,0,13646,13788,0,14044,0,13484,13463,13655,13485,13655,13695,0,13464,13545,0,13772,13885,13980,13985,0,14049,13923,14087,14095,0,14154,14519,14534,14514,15083,12859,12758,12734,12755,13207,13208,13360,0,12171,12553,0,12369,12348,12327
DART ammunition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6355,6370,0,0,6391,0,0,0,0,0,6395,0,0,6380,0,0,0,6389,0,0,0,0,0,6409,0,6439,6070,0,6070,6216,0,6216,0,0,12850,0,12849,0,12846,12395,12428,12439,12381,0,12401,12385,12369,12368,12371,12371,0,0,0,0,0,0,0,0,12375,0,12531,0,0,0,12533,12530,12538,0,0,0,0,12812,13015,13016,12996,13032,0,0,0,13064,13024,13675,13888,0,13887,13972,13938,13901,13901,0,0
Artificial brain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785,0,0,0,0,0,0,845,0,845,0,0,0,0,0,0,862,0,0,862,887,0,1032,0,0,0,0,0,0,0,0,0,1062,1346,1361,1795,2228,0,0,0,0,0,2099,0,2112,0,0,0,0,2021,3290,3338,3852,3546,3885,3553,0,3611,8769,8764,8821,8856,8882,0,8596,8861,0,8893,10322,10248,0,0,10261,10319,10294,10296,0,10334,0,10203,0,10212,0,10278,0,0,10239,10329,0,0,0,0,10348,10300,10568,10597,10568,0,9598,0,9608,9649,10835,0,10872,10822,10663,10739,0,10672,0,0,0,0,0,0,0,0,10671,10777,11111,11119,0,0,0,10990,0,0,0,11502,11523,11151,11298,0,0,0,0,11993,11578,11611,0,11642,11758,0,11513,11521,11464,11421,0,0,0,0,11393,11448,11463,0,11471,0,0,0,11471,11472,0,0,0,0,11598,11483,11792,11866,11770,0,11777,0,0,11780,0,11796,11911,0,12273,0,0,0,0,0,12388,12354,12370,0,0,0,0,0,12387,0,0,13471,12392
Artificial general intelligence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,25084,0,0,10253,7025,7191,7246,8431,8448,8449,8508,8759,6093,7098,6303,14372,14400,15168,15304,15505,15397,15771,18412,18622,21292,21203,20513,20686,21019,20958,21068,21241,21219,30651,31095,26547,38432,38362,38655,38986,39735,40045,39698,39720,40011,40040,40877,42373,42518,42279,40847,39672,40098,39836,39944,40500,40108,39931,40368,41392,41350,41354,40995,43735,39900,39809,39947,46953,47035,47034,47059,47532,0,47561,47577,47595,49355,49014,48887,48863,0,48618,48002,48038,48029,48155,48107,48092,0,48112,0,49219,49780,50810,50976,51013,51096,51602,51823,50625,50194,50222,49918,49822,50170,50313,50317,0,0,50410,50263,49957,49953,51678,52359,51993,52443,54820,53606,53412,0,53477,56338,52441,54070,54172,54951,54961,54965,0,54953,53372,53400,55428,57849,57848,57844,57858,58290,56991,56996,56993,57185,57198,57629,57685,57744,59356,57940,58052,58060,58717,59067,59194,59129,59377,60086,60214,60326,60615,60445,60492,60680,60687,60806,60784,60811,0,61223,63521,64328,64745,65117,66879,66935,67123,67101,66939,67962,67941,72859,73158,72920,74809,75933,75752,75045,74433,75157,76300,77891,78440,79223,79362,89781,88689,85451,85335,84296,85484,85699,84922,87989,85656
Artificial gravity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,0,2208,2228,0,0,2308,2336,2543,7800,9333,9327,9371,9738,9739,9953,10532,11069,11601,11897,12045,12452,12732,13527,14212,14876,15096,15331,15485,17007,20131,16761,17366,17159,0,17190,17460,17515,18653,19096,19099,20113,19275,19924,20227,14223,13389,12662,0,12670,12626,12659,12659,12660,12733,12614,12825,12966,13272,13408,13520,13439,12095,14301,14534,0,0,14581,14489,14478,14506,14958,0,14959,14860,21159,21153,22984,22506,23175,23200,23521,24568,28682,29455,30492,31442,30527,31444,31353,30995,31011,0,31066,31046,31074,31194,31526,0,31143,30921,30689,33541,33636,31611,34061,34085,0,33422,33397,33498,34378,0,34345,34223,34220,34212,34388,0,34343,32701,32495,32485,32470,32535,32530,32504,32501,32534,30197,30426,29953,30186,30205,30614,30750,30629,32385,32431,32550,32564,32437,32483,32506,34821,34875,35221,35215,35251,33159,0,36130,35857,36013,36044,0,36261,36312,36325,37096,36413,37465,37624,37663,37778,37694,37738,38282,38313,38297,0,38282,38262,38261,38598,0,38859,38597,38521,38455,38470,38776,38797,38848,0,38839,39150,39897,40460,40403,40544,40428,43405,40353,40387,40383,41757,41757,42295,42291,40988,41351,41340,41371,41377
AI Art,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2485,0,0,2520,4123,0,4124,0,5257,4979,0,0,5996,6225,6408,0,6425,6676,7055,7172,0,7917,0,7274,7790,7146,6821,6373,6754,6754,0
Automatic identification of suspicious activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22312,26077,26313,26313,0,26319,0,0,0,0,0,0,0,26227,0,26256,0,0,0,0,0,0,0,0,0,0,0,26252,0,0,0,25208,0,0,23167,23263,0,23269,0,0,0,0,23899,0,23434,23712,0,0,0,0,0,0,0,23712,0,23820,0,0,0,23388,23601,0,23605,23660,23700,0,0,0,0,0,0,23691,0
Artificial island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,2422,2419,2395,0,2472,0,2665,0,2730,2758,2782,3179,3260,0,3344,0,3276,3444,3288,4137,5176,5116,5160,5187,5211,5330,0,5334,5363,12360,5430,5358,5492,6166,6479,6483,6482,6504,33653,6791,6864,7038,7089,7257,7112,7286,7323,7569,0,7822,7962,7991,8175,8176,8988,9017,0,9189,9158,0,9550,9653,8304,0,8325,8347,8333,0,7376,7380,0,0,0,7572,0,7571,0,7572,7574,0,0,7574,7557,7731,7599,8070,8274,8057,8061,8091,8581,0,8879,9095,9298,0,0,9408,0,9323,9483,8856,0,9303,9219,9760,9862,9781,9526,0,0,9519,0,0,9442,11972,11987,11982,0,0,12020,11910,0,0,0,0,0,12038,12133,12207,0,12666,12871,12854,12856,12856,0,14010,14093,14214,14115,14192,13894,13934,13875,0,13921,13921,13843,14198,0,0,14230,14395,14571,15022,0,15264,16352,16527,16510,16521,16521,0,16495,16513,16990,17110,17115,0,0,17266,17376,0,17408,17558,16780,16949,17110,16368,0,0,0,16405,16513,16630,16630,17499,17554,18532,18673,0,18583,18610,19769,19785,19780,19782,19865,0,20697,20693,21271,21267,21279,0
