tech,01/04/2001,01/07/2001,01/08/2001,01/09/2001,01/10/2001,01/11/2001,01/12/2001,01/01/2002,01/02/2002,01/03/2002,01/04/2002,01/05/2002,01/06/2002,01/07/2002,01/08/2002,01/09/2002,01/10/2002,01/11/2002,01/12/2002,01/01/2003,01/02/2003,01/03/2003,01/04/2003,01/05/2003,01/06/2003,01/07/2003,01/08/2003,01/09/2003,01/10/2003,01/11/2003,01/12/2003,01/01/2004,01/02/2004,01/03/2004,01/04/2004,01/05/2004,01/06/2004,01/07/2004,01/08/2004,01/09/2004,01/10/2004,01/11/2004,01/12/2004,01/01/2005,01/02/2005,01/03/2005,01/04/2005,01/05/2005,01/06/2005,01/07/2005,01/08/2005,01/09/2005,01/10/2005,01/11/2005,01/12/2005,01/01/2006,01/02/2006,01/03/2006,01/04/2006,01/05/2006,01/06/2006,01/07/2006,01/08/2006,01/09/2006,01/10/2006,01/11/2006,01/12/2006,01/01/2007,01/02/2007,01/03/2007,01/04/2007,01/05/2007,01/06/2007,01/07/2007,01/08/2007,01/09/2007,01/10/2007,01/11/2007,01/12/2007,01/01/2008,01/02/2008,01/03/2008,01/04/2008,01/05/2008,01/06/2008,01/07/2008,01/08/2008,01/09/2008,01/10/2008,01/11/2008,01/12/2008,01/01/2009,01/02/2009,01/03/2009,01/04/2009,01/05/2009,01/06/2009,01/07/2009,01/08/2009,01/09/2009,01/10/2009,01/11/2009,01/12/2009,01/01/2010,01/02/2010,01/03/2010,01/04/2010,01/05/2010,01/06/2010,01/07/2010,01/08/2010,01/09/2010,01/10/2010,01/11/2010,01/12/2010,01/01/2011,01/02/2011,01/03/2011,01/04/2011,01/05/2011,01/06/2011,01/07/2011,01/08/2011,01/09/2011,01/10/2011,01/11/2011,01/12/2011,01/01/2012,01/02/2012,01/03/2012,01/04/2012,01/05/2012,01/06/2012,01/07/2012,01/08/2012,01/09/2012,01/10/2012,01/11/2012,01/12/2012,01/01/2013,01/02/2013,01/03/2013,01/04/2013,01/05/2013,01/06/2013,01/07/2013,01/08/2013,01/09/2013,01/10/2013,01/11/2013,01/12/2013,01/01/2014,01/02/2014,01/03/2014,01/04/2014,01/05/2014,01/06/2014,01/07/2014,01/08/2014,01/09/2014,01/10/2014,01/11/2014,01/12/2014,01/01/2015,01/02/2015,01/03/2015,01/04/2015,01/05/2015,01/06/2015,01/07/2015,01/08/2015,01/09/2015,01/10/2015,01/11/2015,01/12/2015,01/01/2016,01/02/2016,01/03/2016,01/04/2016,01/05/2016,01/06/2016,01/07/2016,01/08/2016,01/09/2016,01/10/2016,01/11/2016,01/12/2016,01/01/2017,01/02/2017,01/03/2017,01/04/2017,01/05/2017,01/06/2017,01/07/2017,01/08/2017,01/09/2017,01/10/2017,01/11/2017,01/12/2017,01/01/2018,01/02/2018,01/03/2018,01/04/2018,01/05/2018,01/06/2018,01/07/2018,01/08/2018,01/09/2018,01/10/2018,01/11/2018,01/12/2018,01/01/2019,01/02/2019,01/03/2019,01/04/2019,01/05/2019,01/06/2019,01/07/2019,01/08/2019,01/09/2019,01/10/2019,01/11/2019,01/12/2019,01/01/2020,01/02/2020,01/03/2020,01/04/2020,01/05/2020,01/06/2020,01/07/2020,01/08/2020,01/09/2020,01/10/2020,01/11/2020,01/12/2020,01/01/2021,01/02/2021,01/03/2021,01/04/2021,01/05/2021,01/06/2021,01/07/2021,01/08/2021,01/09/2021,01/10/2021,01/11/2021
Pure fusion weapon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,5,1,2,0,2,0,4,0,1,4,1,0,0,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,2,2,1,1,0,4,0,0,2,0,4,1,1,0,0,0,0,0,0,0,3,2,3,0,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,1,0,1,0,1,1,0,2,0,2,2,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,3,0,0,0,4,0,0,0,0,0,1,2,0,0,0,3,1,2,1,1,0,0,2,0,0,10,0,0,0,4,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,2,0,2,18,0,0,2,2,0,3,0,2,1,1,0,1,1,1,0
Quadcopter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,2,2,2,0,1,6,19,9,1,2,0,1,0,0,0,2,0,0,1,4,1,3,3,4,2,0,2,1,0,6,2,5,5,6,0,1,0,0,3,2,0,0,2,0,1,10,2,1,3,1,2,4,1,2,4,2,3,1,3,6,1,2,3,6,14,2,5,9,8,10,16,8,10,4,2,3,1,2,0,52,7,4,21,46,28,10,2,6,4,10,13,6,16,7,1,11,5,6,13,8,14,12,18,15,11,4,8,34,9,2,18,27,7,11,15,3,14,2,3,7,3,2,11,1,4,4,17,6,18,13,7,7,7,2,8,8,3,7,7,2,7,8,5,6,3,16,13,11,7,11,7,0,3,1,0,10,8,6,9,1,5,6,5,4,5,3,8,61,13,2,6,1,0,3,1,0,1,2,0,0,1,3,0,1,3
Quantum algorithm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,19,2,7,5,2,0,0,1,1,1,2,1,2,4,2,1,24,1,0,2,3,4,0,0,1,17,2,0,0,0,0,3,4,2,0,0,6,0,0,0,0,0,1,2,4,0,0,2,0,0,4,0,0,1,2,0,0,1,0,1,0,0,1,1,3,0,3,3,0,6,3,2,0,1,0,0,6,2,3,1,2,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0,4,1,0,2,0,0,10,0,4,6,10,1,2,0,1,0,2,2,6,2,0,0,1,5,6,1,1,0,0,4,3,5,3,4,0,1,0,1,1,1,3,1,0,0,9,1,0,2,2,1,0,2
Quantum computing hardware,0,0,0,0,1,1,9,9,2,0,0,1,4,0,0,0,2,0,5,0,0,7,3,1,5,1,1,1,5,2,6,7,8,18,7,8,64,23,12,18,9,12,8,6,8,9,7,10,10,12,21,14,23,14,18,18,15,8,38,30,13,24,9,19,23,14,26,17,77,30,57,31,16,27,10,20,14,31,25,16,20,48,25,35,29,30,12,13,24,19,14,25,13,10,24,7,8,25,18,31,13,16,8,13,9,24,10,12,7,6,4,8,11,4,10,19,8,23,22,29,10,3,12,9,13,17,6,12,12,9,16,5,4,18,12,10,10,9,9,17,7,11,13,25,12,10,20,9,15,5,5,20,8,11,13,11,8,4,2,13,27,15,34,11,18,13,7,9,12,21,3,9,16,23,21,19,4,5,9,10,5,20,7,4,14,17,4,8,6,8,12,11,24,15,22,38,12,11,16,13,17,23,19,20,11,17,12,18,15,16,13,19,23,20,15,15,29,22,9,23,56,18,21,44,19,39,87,42,6,13,6,9,9,38,16,7,18,9,37,13,12,11,6,14,11,14
Quantum cryptography,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,6,10,9,1,1,6,8,1,0,1,0,2,2,1,1,1,6,1,6,4,2,3,2,0,0,5,2,4,0,2,8,1,1,3,2,2,1,3,2,4,0,1,0,0,4,0,0,0,0,1,3,16,5,4,0,2,1,2,1,2,6,7,1,0,4,1,3,2,5,1,1,2,8,2,3,0,3,0,2,0,2,3,6,21,18,3,16,2,9,3,3,0,2,0,11,3,6,22,10,1,7,6,1,1,4,0,3,3,0,0,4,2,9,4,6,4,3,2,5,3,24,5,0,6,4,2,5,4,1,0,1,1,2
Quantum dot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,0,1,1,0,15,0,1,2,6,13,3,1,13,11,4,6,16,7,3,27,16,14,16,6,2,9,5,7,4,19,9,4,5,11,5,2,6,8,14,7,47,11,14,5,8,6,4,8,5,8,6,5,6,8,4,9,11,12,11,2,17,0,10,0,4,6,5,19,6,11,5,4,10,0,8,6,3,6,15,5,6,4,3,4,0,1,15,3,5,6,9,3,1,4,3,3,4,6,5,0,10,2,7,28,4,11,12,2,6,2,4,8,10,6,12,7,23,4,0,3,12,4,14,15,1,12,7,8,21,8,9,8,24,3,20,13,0,16,14,13,24,21,1,20,0,4,54,10,10,10,1,4,7,3,6,5,1,8,1,3,2,0,3,6,5,9,6,2,3,1,1,1,2,5,4,9,2,26,0,9,5,4,5,9,5,3,2,3,5,4,4,5,10,2,2,1,7,2,5,1,10,2,1,4,0,3
Quantum dot solar cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,3,3,0,23,0,0,1,0,0,0,0,4,2,0,0,0,12,5,2,0,3,1,8,0,1,1,1,2,0,0,0,0,7,0,3,0,0,2,1,0,0,1,0,1,0,0,0,0,42,8,3,1,0,2,8,1,0,0,1,1,1,0,3,1,0,0,0,2,1,0,0,6,0,1,3,2,0,1,0,3,3,0,0,1,1,0,1,0,0,25,0,8,2,0,3,0,0,0,0,2,0,0,0,2,1,0,0,3,0,0,0,0,1,0,1,0,1,1,1,0,2,2,4,1,0,0,0,0,3,0,0,0,0,1,0,1,0,2,0,2,2,1,0,5,4,3,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,3,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1
Quantum illumination,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,6,1,0,4,0,0,4,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,9,4,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,2
Quantum radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,4,4,2,2,10,1,1,1,0,0,0,0,1,0,0,0,0,0,12,2,0,0,0,0,0,2,0,9,33,1,1,0,1,0,4,2,0,0,1,0,0,0,0,0,0
Radio-frequency identification,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,2,5,2,3,3,1,5,9,6,9,15,30,13,19,25,54,41,48,37,29,77,97,57,128,114,86,67,84,100,73,70,128,109,133,78,86,66,63,109,89,78,63,82,85,49,57,58,83,86,83,82,69,39,78,48,80,56,81,34,50,53,52,75,50,73,50,44,57,41,57,39,38,30,43,69,51,56,40,46,43,65,42,45,45,33,23,51,43,48,32,70,36,16,34,17,17,32,27,56,28,32,59,41,31,16,12,30,7,23,35,29,8,27,9,13,21,47,26,32,19,13,36,20,33,20,12,21,20,21,18,19,21,16,19,15,7,14,12,9,19,20,7,25,5,27,15,14,5,3,12,9,4,6,15,2,3,18,10,23,16,10,5,4,13,7,9,11,14,18,10,15,9,8,14,9,12,9,2,2,4,6,4,10,5,9,10,7,5,6,7,6,1,9,3,4,8,4,7,11,23,8,7,2,4,5,4,5,8,5,7,5,10,22,10,21,17,6,14,5,1
Railgun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,1,0,3,2,2,0,3,3,3,0,8,12,6,3,18,3,11,10,10,5,16,6,9,37,17,14,25,36,28,20,8,25,37,11,20,18,19,15,20,22,21,8,35,16,13,19,20,21,5,21,21,17,18,17,9,47,27,8,20,27,25,20,14,22,6,8,13,11,26,21,11,10,11,6,11,15,9,15,11,14,10,11,14,8,3,2,2,5,9,29,15,6,20,21,8,10,4,5,4,5,10,2,5,17,32,14,18,33,3,14,8,11,28,7,4,9,3,5,6,7,2,17,2,5,3,8,7,10,5,22,12,7,3,3,1,18,6,36,25,92,7,30,10,6,6,13,13,6,3,10,18,7,2,6,18,5,12,12,5,21,13,4,2,7,34,18,8,4,6,5,8,16,19,6,12,39,14,4,7,6,14,5,5,4,4,1,10,5,4,5,4,5,1,5,12,1,3,3,19,7,6,8,4,4,5,6,0,10,5,9,3,5,4,5,5,7,4,3,2,3,7
Ram accelarator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,2,1,0,1,3,0,0,0,0,3,1,1,3,0,0,0,1,0,5,0,0,1,3,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,3,1,0,2,0,0,1,0,1,0,0,5,0,1,0,3,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rapid diagnostic test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0
Rapid transit,0,0,0,1,1,1,0,0,3,1,0,2,0,0,6,2,10,9,1,0,4,3,0,0,2,3,12,2,4,1,4,2,5,1,4,3,18,22,6,7,13,11,17,23,12,23,45,11,35,30,19,14,24,25,40,40,30,36,50,38,28,28,41,61,30,84,82,43,22,23,20,38,60,12,9,21,42,28,35,29,45,45,39,10,10,21,28,25,27,20,8,19,6,22,24,17,27,29,28,25,23,21,19,25,24,8,13,11,9,7,12,11,4,10,15,22,17,10,4,9,15,5,10,5,9,16,14,9,4,8,8,7,9,15,13,22,17,14,36,13,13,17,26,8,5,57,13,6,1,11,7,6,8,7,6,17,8,36,9,24,10,9,6,8,9,18,12,11,2,22,11,8,9,3,12,11,7,6,7,8,6,14,4,11,16,16,16,13,11,4,6,3,16,16,12,19,10,9,14,21,7,8,10,5,9,6,11,8,3,12,16,21,4,30,17,19,3,3,7,8,8,9,6,0,9,5,10,12,8,4,7,1,13,14,4,7,8,9,5,1,15,8,5,13,9,5
Receptor activated solely by a synthetic ligand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,1,0,1,0,0,1,3,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,4,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,7,0,8,5,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,0,0,1,0,1,1,0
Regenerative Medicine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,1,1,15,5,17,1,0,12,2,0,4,1,1,0,8,7,15,3,9,1,1,3,3,5,2,3,0,7,5,7,0,7,2,1,4,1,2,3,3,4,1,6,2,1,4,7,4,2,0,1,6,4,2,10,6,1,2,3,1,7,7,14,3,2,7,0,2,3,1,1,2,1,5,1,0,5,4,0,0,3,1,3,2,2,1,1,6,6,0,10,0,12,6,2,1,3,0,0,1,0,0,4,1,3,3,4,2,2,2,0,0,1,0,2,0,0,0,3,1,1,1,2,0,2,1,1,2,1,3,6,2,2,1,0,4,2,2,12,1,0,1,0,0,1,3,0,0,0,1,1,0
Reusable launch system,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,1,0,11,1,0,4,0,0,3,1,0,3,0,75,7,4,5,1,1,5,1,14,17,3,1,0,7,0,5,0,5,1,2,2,2,1,2,0,7,2,3,2,2,3,2,1,1,7,3,1,4,6,2,4,1,0,1,7,2,1,1,6,5,1,2,2,1,5,3,2,3,0,3,4,3,0,13,0,2,0,2,9,0,1,3,2,7,1,1,2,2,2,0,2,0,3,2,3,1,3,0,4,0,0,6,4,6,2,3,2,0,0,6,2,4,3,1,3,2,1,0,1,1,3,0,1,0,0,21,2,3,10,3,18,6,2,2,0,9,5,21,0,7,7,6,5,1,4,9,1,6,1,1,1,19,7,7,7,11,4,7,7,12,15,13,102,6,8,3,6,11,1,2,0,2,13,9,7,3,5,1,55,2,3,6,2,12,4,2,4,4,11,16,6,6,3,4,132,38,15,15,5,14,8,4,8,9,20,9,5,0
Robot end effector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,3,1,0,1,3,0,2,1,0,0,0,0,1,0,1,0,1,0,0,0,5,1,1,0,2,4,1,2,6,0,0,0,0,0,0,0,1,0,0,0,8,2,1,1,0,2,0,1,0,2,0,0,0,2,1,1,0,0,9,0,0,5,0,1,1,0,0,0,2,0,1,0,0,4,1,0,0,0,1,1,2,0,0,0,1,5,0,0,1,5,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,0,1,2,2,0,2,0,0,1,0,3,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0
Robotic sensing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,4,1,0,5,1,1,0,1,3,0,0,0,0,1,0,1,1,1,0,3,0,0,0,2,0,2,0,2,0,0,0,0,2,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,2,0,1,0,0,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Second-generation biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,0,1,7,0,5,1,5,2,0,0,15,1,1,0,4,1,2,8,1,1,0,0,6,1,0,1,0,3,3,1,2,2,10,3,0,0,0,7,10,21,2,1,4,15,0,1,0,1,6,5,0,1,1,0,1,0,1,3,6,2,0,2,1,1,1,1,0,0,0,2,0,0,5,1,1,0,0,0,2,5,0,0,0,0,0,0,0,0,1,0,11,3,3,0,6,0,0,0,0,1,0,0,2,2,2,0,5,1,1,0,0,1,0,2,2,1,0,0,0,0,8,0,1,0,0,0,6,1,0,2,0,2,1,4,1,0,0,0,0,1,3,0,1,0,0,2,0,0,0,3,0,0,0,2,1,0,1,1,2,0,0,1,2,1,0,0,0,0,0
Self Assembly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,19,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
Self-cleaning surfaces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,3,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2,0,0,0,0,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0
Autonomous vehicle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,2,9,4,1,2,0,6,2,40,79,27,9,10,10,7,7,10,15,8,11,2,6,4,6,11,8,19,7,2,27,9,14,9,4,11,4,8,3,2,7,24,31,6,4,13,16,9,7,4,2,5,7,4,7,14,5,12,5,9,10,4,7,8,4,34,11,1,46,8,4,5,12,14,24,15,25,34,10,11,7,8,13,21,18,16,14,13,30,20,13,12,68,54,47,16,8,45,37,12,51,43,34,18,82,10,34,16,10,15,25,33,44,52,31,21,39,64,40,12,14,28,6,9,16,26,35,21,33,42,28,37,39,22,42,23,19,69,43,39,42,37,41,32,14,16,31,58,20,37,49,35,28,40,130,36,73,58,36,37,52,89,34,40,31,55,23,52,26,28,32,24,27,54,30,43,43,56,54,32,15,23,19,50,21,38,31,32,27,13,35,40,19,15,10,15,28,27,34
Self-reconfiguring modular robot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,63,7,2,10,1,0,5,6,4,3,6,1,1,2,0,1,0,0,0,0,15,5,1,1,2,2,1,1,0,7,7,8,0,1,12,14,0,0,0,4,2,0,0,0,1,0,1,1,2,0,3,5,1,0,1,1,2,1,0,1,17,1,4,1,2,1,1,8,1,1,1,1,0,5,1,1,0,1,0,6,0,0,2,0,3,0,0,0,7,3,0,1,1,0,1,4,3,2,3,7,0,0,0,0,1,7,3,0,3,0,1,0,1,0,1,0,1,3,0,5,1,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,6,2,0,2,3,0,0,1,0,0,2,0,0,1,0,6,2,5,1,2,1,4,1,0,0,6,0,0,1,10,0,1,1,1,0,0,0,0,1,1,2,0,0
